use,year_built,heated_sqft,site_address,city,zip,owner,owner_addr1,owner_addr2,owner_addr3,assessed_value,pin
SCHOOL,2004,44683.0,1923 MILBURNIE RD,RALEIGH,27610,WAKE COUNTY BOARD OF EDUCATION ,RE SERVICES DIRECTOR,1551 ROCK QUARRY RD,RALEIGH NC 27610-4145,10739776,1714328033
OFC GROSS,1999,44652.0,7208 FALLS OF NEUSE RD,RALEIGH,27615,NC SCHOOL BOARDS ASSOCIATION INC ,PO BOX 97243,RALEIGH NC 27624-7243,,8018642,1717068573
HEALTH,2001,44598.0,100 FITNESS DR,FUQUAY-VARINA,27526,FUQUAY FITNESS GROUP LLC ,100 FITNESS DR,FUQUAY VARINA NC 27526-7263,,5869620,0676066955
FLEX WHSE,1989,44382.0,100 SOUTHCENTER CT,MORRISVILLE,27560,SBP OFFICE OWNER L.P LIMITED PARTNERSHIP ,1255 23RD ST NW,WASHINGTON DC 20037-1125,,9812833,0755591753
OFC GROSS,1996,44220.0,11635 NORTHPARK DR,WAKE FOREST,27587,HTA-NORTHPARK I LLC ,3310 W END AVE STE 700,NASHVILLE TN 37203-1097,,8119049,1830550921
OFC GROSS,1983,44159.0,3127 SMOKETREE CT,RALEIGH,27604,NORTH CAROLINA MEDICAL BOARD ,1203 FRONT ST,RALEIGH NC 27609-7526,,7714881,1715636809
OFC GROSS,1983,44159.0,3128 SMOKETREE CT,RALEIGH,27604,DP SMOKETREE LLC ,DEBNAM PROPERTY MANAGEMENT LLC,2900 HIGHWOODS BLVD STE 200,RALEIGH NC 27604-1036,5735817,1715639596
SCHOOL,1997,44099.0,2600 TIMBER DR,GARNER,27529,WAKE COUNTY BOARD OF EDUCATION ,BETTY L PARKER,1551 ROCK QUARRY RD,RALEIGH NC 27610-4145,15293471,1701843600
FLEX WHSE,1997,44000.0,175 SOUTHPORT DR,MORRISVILLE,27560,SBP OFFICE OWNER L.P LIMITED PARTNERSHIP ,591 W PUTNAM AVE,GREENWICH CT 06830-6005,,10148403,0755680985
CHURCH,1978,43967.0,5315 CREEDMOOR RD,RALEIGH,27612,CONGREGATION BETH OR INC ,5315 CREEDMOOR RD,RALEIGH NC 27612-6305,,14740358,0796460652
OFC GROSS,1995,43865.0,4325 LAKE BOONE TRL,RALEIGH,27607,EGMP 4325 LAKE BOONE TRAIL LLC ,RYAN LLC,PO BOX 92129,SOUTHLAKE TX 76092-0102,7730425,0785810774
OFC GROSS,1980,43768.0,3125 POPLARWOOD CT,RALEIGH,27604,3125 POPLARWOOD LLC ,2900 HIGHWOODS BLVD STE 200,RALEIGH NC 27604-1036,,4832065,1715732153
SCHOOL,1976,43761.0,721 MACK TODD RD,ZEBULON,27597,HERITAGE BAPTIST CHURCH INC ,615 MACK TODD RD,ZEBULON NC 27597-9396,,6349861,1795923580
MED OFC GROSS,1987,43706.0,2801 BLUE RIDGE RD,RALEIGH,27607,UNIVERSITY OF NORTH CAROLINA HEALTH CARE SYSTEM ,REAL ESTATE & FACILITIES,211 FRIDAY CENTER DR,CHAPEL HILL NC 27517-9499,8841500,0785732161
OFC GROSS,1988,43523.0,4900 WEST LAKE RD,CARY,27539,CARY TOWN OF ,REAL ESTATE DEPT TOWN OF CARY,PO BOX 8005,CARY NC 27512-8005,16462445,0679214790
OFC GROSS,2004,43488.0,11550 COMMON OAKS DR,RALEIGH,27614,COMMON OAKS 11550 LLC ,964 HIGH HOUSE RD # 4305,CARY NC 27513-3574,,7185321,1830526058
OFC GROSS,1999,43424.0,2501 AERIAL CENTER PKWY,CARY,27560,AERIAL CENTER REALTY CORP ,AEW CAPITAL MANAGEMENT,2 SEAPORT LN STE 1600,BOSTON MA 02210-2047,5901060,0756466361
CHURCH,1978,43358.0,3249 BLUE RIDGE RD,RALEIGH,27612,THE SUMMIT CHURCH - HOMESTEAD HEIGHTS BAPTIST CHURCH INC,2335 PRESIDENTIAL DR STE 114,DURHAM NC 27703-8063,,10372240,0785859691
NURSG HM,2000,43331.0,911 S HUGHES ST,APEX,27502,REX HOSPITAL INC ,4420 LAKE BOONE TRL,RALEIGH NC 27607-7505,,12066784,0741562698
MULT TEN,1987,43240.0,4000 ATLANTIC AVE,RALEIGH,27604,HAB PROPERTIES LLC ,333 SHERWEE DR,RALEIGH NC 27603-3521,,6029181,1716803221
OFC GROSS,1980,43152.0,3117 POPLARWOOD CT,RALEIGH,27604,EAGLE ROCK 50 LLC ,2900 HIGHWOODS BLVD STE 200,RALEIGH NC 27604-1036,,5470681,1715720789
FLEX WHSE,1995,43044.0,2201 BRENTWOOD RD,RALEIGH,27604,TL LINCOLN PARK CENTRAL PROPERTY OWNER LP LIMITED  ,TOWN LANE REAL ESTATE OPPORTUNITIES,200 PARK AVE RM 803,NEW YORK NY 10166-0025,6084513,1724091835
FLEX WHSE,1985,43000.0,2701 NOBLIN RD,RALEIGH,27604,CORE INVESTORS II LLC ,147 S CHERRY ST STE 200,WINSTON SALEM NC 27101-5287,,3988739,1714986960
OFC GROSS,2000,42960.0,2701 AERIAL CENTER PKWY,CARY,27560,AERIAL CENTER REALTY CORP ,AEW CAPITAL MANAGEMENT,2 SEAPORT LN STE 1600,BOSTON MA 02210-2047,5479376,0756456937
OFC GROSS,1984,42552.0,5505 CREEDMOOR RD,RALEIGH,27612,CROSSPOINTE INVESTMENTS LLC ,PO BOX 6580,RALEIGH NC 27628-6580,,5252133,0796463967
OFC GROSS,1987,42446.0,7200 STONEHENGE DR,RALEIGH,27613,"MICHAEL F BURBIDGE, BISHOP OF THE ROMAN CATHOLIC D ",7200 STONEHENGE DR,RALEIGH NC 27613-1622,,6101821,0797476967
FLEX WHSE,1983,42237.0,8601 GLENWOOD AVE,RALEIGH,27617,GREEN COMPANY THE ,JOHN HIBBITS,5121 KINGDOM WAY STE 200,RALEIGH NC 27607-6063,6791742,0777664668
CHURCH,1986,42229.0,1201 MAXWELL DR,GARNER,27603,ST ANDREWS METHODIST CHURCH ,1201 MAXWELL DR,RALEIGH NC 27603-4266,,8611924,1701241270
OFC GROSS,1985,42227.0,3000 SPRING FOREST RD,RALEIGH,27616,GSM PROPERTIES LLC ,8930 HWY 39 S,ZEBULON NC 27597,,5898763,1726164038
OFC GROSS,1981,42182.0,3101 POPLARWOOD CT,RALEIGH,27604,EAGLE ROCK 50 LLC ,2900 HIGHWOODS BLVD STE 200,RALEIGH NC 27604-1036,,4526883,1715722397
OFC GROSS,1981,42182.0,3109 POPLARWOOD CT,RALEIGH,27604,EAGLE ROCK 50 LLC ,2900 HIGHWOODS BLVD STE 200,RALEIGH NC 27604-1036,,4691476,1715629526
OFC GROSS,1988,42104.0,2100 YONKERS RD,RALEIGH,27604,STATE EMPLOYEES CREDIT UNION ,PO BOX 26807,RALEIGH NC 27611-6807,,6446320,1715700931
CHURCH,1990,42088.0,8524 CROWDER RD,,27603,HIGHLAND BAPTIST CHURCH OF RAL INC ,8524 CROWDER RD,RALEIGH NC 27603-9407,,9979802,1609604550
OFC GROSS,1984,42021.0,111 MACKENAN DR,CARY,27511,111 MACKENAN DR LLC ,C/O TONY WITHERS,111 MACKENAN DR,CARY NC 27511-7903,6453745,0752722394
OFC GROSS,1989,42010.0,4001 WESTON PKWY,CARY,27513,JEMSM EAST COAST HOLDINGS LLC ,GARY FIELDS,4416 POWELL GROVE CT,RALEIGH NC 27606-6350,6483193,0765477305
VET CLIN,2003,42001.0,200 PETFINDER LN,GARNER,27603,SPCA OF WAKE COUNTY INC ,200 PETFINDER LN,RALEIGH NC 27603-6075,,7965700,1702004063
CHURCH,2003,41572.0,1609 WENDELL BLVD,WENDELL,27591,GREATER N C JURISDICTION CHURCH OF GOD IN CHRIST,PO BOX 1985,WASHINGTON NC 27889-1985,,16409196,1774781425
OFC GROSS,1998,41567.0,4928 LINKSLAND DR,HOLLY SPRINGS,27540,PIERCE GROUP PROPERTIES LLC ,4928 LINKSLAND DR,HOLLY SPRINGS NC 27540-7455,,5743663,0659642267
OFC GROSS,1995,41476.0,991 AVIATION PKWY,MORRISVILLE,27560,SBP OFFICE OWNER L.P LIMITED PARTNERSHIP ,1255 23RD ST NW,WASHINGTON DC 20037-1125,,7269084,0756506272
MED OFC GROSS,1991,41440.0,2301 REXWOODS DR,RALEIGH,27607,EGMP 2301 REXWOODS LLC ,RYAN LLC,PO BOX 92129,SOUTHLAKE TX 76092-0102,12218439,0785719311
OFC GROSS,2003,41408.0,1540 SUNDAY DR,RALEIGH,27607,RNA PROPERTIES LLC ,1540 SUNDAY DR,RALEIGH NC 27607-6010,,7328539,0774967422
FLEX WHSE,1999,40894.0,6531 MERIDIEN DR,RALEIGH,27616,TL SUMNER BUSINESS PARK PROPERTY OWNER LP LIMITED  ,TOWN LANE REAL ESTATE OPPORTUNITIES,200 PARK AVE RM 803,NEW YORK NY 10166-0025,7078121,1727015556
MED OFC GROSS,1984,40830.0,3100 BLUE RIDGE RD,RALEIGH,27612,"HTA-BLUE RIDGE, LLC ",3310 W END AVE STE 700,NASHVILLE TN 37203-1097,,7705778,0785737887
CHURCH,1976,40824.0,712 BROOKS AVE,RALEIGH,27607,CHURCH OF CHRIST OF RALEIGH ,OGBURN S C CHERRY,712 BROOKS AVE,RALEIGH NC 27607-4132,7074729,0794752261
OFC GROSS,2001,40770.0,1100 SITUS CT,RALEIGH,27606,TSO SITUS OFFICE PARK LP ,1180 W PEACHTREE ST NW STE 200,ATLANTA GA 30309-3820,,6348654,0783031905
FLEX WHSE,2002,40453.0,5201 OLD POOLE RD,RALEIGH,27610,ZABARSKY INVESTMENTS LTD LP ,PO BOX 14448,RALEIGH NC 27620-4448,,7686728,1733138220
CHURCH,1991,40419.0,3405 N NEW HOPE RD,RALEIGH,27604,ST MARY COPTIC ORTHODOX CHURCH OF NC INC ,3405 N NEW HOPE RD,RALEIGH NC 27604-5023,,9785905,1725764410
MED OFC GROSS,1989,40363.0,4301 LAKE BOONE TRL,RALEIGH,27607,EGMP 4301 LAKE BOONE TRAIL LLC ,RYAN LLC,PO BOX 92129,SOUTHLAKE TX 76092-0102,9893377,0785814583
FLEX WHSE,1988,40320.0,3200 GLEN ROYAL RD,RALEIGH,27617,GLEN ROYAL PROPERTY LLC ,PO BOX 274,NEWTON NC 28658-0274,,5593956,0777562420
OFC GROSS,1998,40309.0,1401 SUNDAY DR,RALEIGH,27607,TRINITY VENTURES LLC ,1401 SUNDAY DR STE 113,RALEIGH NC 27607-5173,,6459888,0784051722
FLEX WHSE,2001,40233.0,203 CAPCOM AVE,WAKE FOREST,27587,203 CAPCOM LLC ,300 CARPATHIAN WAY,RALEIGH NC 27615-1615,,5693721,1840001725
OFC GROSS,1998,40100.0,1600 CENTER ST,APEX,27502,LIWSP APEX LLC ,167 E CHATHAM ST STE 300,CARY NC 27511-3372,,5967351,0751095341
OFC GROSS,2002,40077.0,900 HAYNES ST,RALEIGH,27604,HOUSING AUTHORITY CITY OF RALEIGH ,900 HAYNES ST,RALEIGH NC 27604-1462,,14087897,1704734231
OFC GROSS,2002,40056.0,51 KILMAYNE DR,CARY,27511,KILMAYNE 51 LLC ,964 HIGH HOUSE RD # 4305,CARY NC 27513-3574,,6001337,0763541771
SNGL TEN,1995,40000.0,760 SE MAYNARD RD,CARY,27511,JFP CARY LLC ,JOHN FREELAND PROPERTIES LLC,1519 SUMMIT AVE STE 100,RICHMOND VA 23230-4512,12477523,0773055229
MULT TEN,1985,39900.0,746 E CHATHAM ST,CARY,27511,PARRO CORPORATION ,701 E CHATHAM ST,CARY NC 27511-6964,,7957535,0764921821
OFC GROSS,1979,39618.0,3000 HIGHWOODS BLVD,RALEIGH,27604,2920-3000 HIGHWOODS LLC ,2900 HIGHWOODS BLVD STE 200,RALEIGH NC 27604-1036,,4296344,1715737748
OFC GROSS,1982,39466.0,3100 HIGHWOODS BLVD,RALEIGH,27604,"LAUREL BUILDING, LLC ",SHERRI LOSAPIO,2619 WESTERN BLVD,RALEIGH NC 27606-2125,5645769,1715740341
MULT TEN,1997,39400.0,4237 LOUISBURG RD,RALEIGH,27604,SCGX-CAPITAL COMMONS LLC ,3715 NORTHSIDE PKWY NW STE 650,ATLANTA GA 30327-2886,,7336497,1726510578
FLEX WHSE,1982,39000.0,0 BARROW DR,RALEIGH,27616,"CWBK, LLC ",714 W JOHNSTON STREET,RALEIGH NC 27603,,3663305,1727203739
FLEX WHSE,1983,39000.0,0 BARROW DR,RALEIGH,27616,"LKB ARTS CENTER, LLC ",714 W JOHNSON ST,RALEIGH NC 27603-1230,,3805328,1727109558
OFC GROSS,1975,38905.0,1001 NAVAHO DR,RALEIGH,27609,KM NORTH HILLS MIDLINE OWNER LLC ,4321 LASSITER AT NORTH HILLS AVE,STE 250,RALEIGH NC 27609-5782,5244975,1715167635
OFC GROSS,1975,38905.0,1100 NAVAHO DR,RALEIGH,27609,KM NORTH HILLS MIDLINE OWNER LLC ,4321 LASSITER AT NORTH HILLS AVE,STE 250,RALEIGH NC 27609-5782,5128536,1715168365
OFC GROSS,1978,38850.0,2920 HIGHWOODS BLVD,RALEIGH,27604,2920-3000 HIGHWOODS LLC ,2900 HIGHWOODS BLVD STE 200,RALEIGH NC 27604-1036,,5267689,1715739678
FLEX WHSE,1997,38812.0,6601 HILLSBOROUGH ST,RALEIGH,27606,QUORUM BUILDING LLC THE ,DAN C AUSTIN SR,PO BOX 19669,RALEIGH NC 27619-9669,8689413,0774615811
OFC GROSS,1996,38757.0,1141 RALEIGH SCHOOL DR,RALEIGH,27607,RALEIGH SCHOOL INC THE RALEIGH PRESCHOOL INCORPORATED,1100 EDWARDS MILL RD,RALEIGH NC 27607-3876,,16018468,0784143758
FLEX WHSE,1987,38717.0,114 MACKENAN DR,CARY,27511,AF5 RALEIGH LIGHT INDUSTRIAL LLC ,FLANAGAN BILTON  ATT: SPERO KOPITAS,1 N LA SALLE ST STE 2100,CHICAGO IL 60602-3918,7326578,0752629123
MUNC BLD,2005,38688.0,5857 BARWELL PARK DR,RALEIGH,27610,RALEIGH CITY OF ,PO BOX 590,RALEIGH NC 27602-0590,,13608315,1732316068
NURSG HM,1991,38604.0,1101 HARTWELL ST,GARNER,27529,FINANCING VI HEALTHCARE PROPERTY LLC ,LAUREL HEALTH CARE,303 INTERNATIONAL CIR STE 200,HUNT VALLEY MD 21030-1359,5003913,1711112874
OFC GROSS,2000,38493.0,5811 GLENWOOD AVE,RALEIGH,27612,LONGVALLEY I LLC ,2701 W LAWRENCE AVE STE A,SPRINGFIELD IL 62704-7215,,5533513,0786955029
CHURCH,1982,38487.0,3500 EDWARDS MILL RD,RALEIGH,27612,THE IRON ACADEMY ,3500 EDWARDS MILL RD,RALEIGH NC 27612-5363,,10836471,0785862301
OFC GROSS,1992,38339.0,4000 AERIAL CENTER PKWY,CARY,27560,AERIAL CENTER REALTY CORP II ,AEW CAPITAL MANAGEMENT,2 SEAPORT LN STE 1600,BOSTON MA 02210-2047,5039063,0756462318
OFC GROSS,1987,38283.0,125 EDINBURGH SOUTH DR,CARY,27511,EDINBURGH CARY OFFICE LLC ,POER CRE-ATLANTA,PO BOX 250509,ATLANTA GA 30325-1509,5173142,0752831808
CHURCH,1979,38245.0,7500 FALLS OF NEUSE RD,RALEIGH,27615,SAINT ANDREWS PRESBYTERIAN ,7500 FALLS OF NEUSE RD,RALEIGH NC 27615-5317,,5759678,1717078805
CHURCH,1986,38013.0,7509 LEAD MINE RD,RALEIGH,27615,GREYSTONE BAPTIST CHURCH INC ,7509 LEAD MINE RD,RALEIGH NC 27615-4825,,12484165,1707062825
FLEX WHSE,1987,38000.0,0 BARROW DR,RALEIGH,27616,"CWBK, LLC ",714 W JOHNSTON STREET,RALEIGH NC 27603,,3198390,1727203237
MED OFC GROSS,2002,37851.0,2304 WESVILL CT,RALEIGH,27607,CURTIS KENNELLY LLC ,ATTENTION: JEREMY W PYLE MD,2304 WESVILL CT STE 360,RALEIGH NC 27607-2981,9756426,0795014500
LABRATRY,1984,37831.0,410 GREGSON DR,CARY,27511,RALEIGH PROPERTY GROUP LLC ,300 HOKE ST,RALEIGH NC 27601-2637,,9310966,0752526108
NURSG HM,1989,37830.0,8200 LITCHFORD RD,RALEIGH,27615,8200 LITCHFORD ROAD LLC ,400 BOULEVARD OF THE AMERICAS,STE 401,LAKEWOOD NJ 08701,6544035,1717799278
OFC GROSS,1976,37772.0,314 E HARGETT ST,RALEIGH,27601,RALEIGH RESCUE MISSION INC THE ,PO BOX 27391,RALEIGH NC 27611-7391,,10596216,1703884280
NURSG HM,1988,37673.0,201 WESTHIGH ST,CARY,27513,PARKWAY ASSISTED LIVING LLC ,1212 BROOKS AVE,RALEIGH NC 27607-3702,,7028333,0743937662
OFC GROSS,1997,37578.0,3101 INDUSTRIAL DR,RALEIGH,27609,NORTHSIDE INVESTMENT PARTNER LLC ,FCA PARTNERS LLC,300 S TRYON ST STE 420,CHARLOTTE NC 28202-3393,5396716,1715341783
OFC GROSS,1997,37568.0,5101 DAVIS DR,,27560,DELTA PRODUCTS CORPORATION ,46101 FREMONT BLVD,FREMONT CA 94538-6468,,7077147,0736782274
OFC GROSS,1982,37504.0,4917 WATERS EDGE DR,RALEIGH,27606,HAMILTON WATERS EDGE LLC ,37 SOUTH DELEWARE AVE STE 1,YARDLEY PA 19067,,3740277,0783269323
OFC GROSS,1976,37400.0,8541 GLENWOOD AVE,RALEIGH,27612,TIE BREAKER LLC ,3612 WILLIAMSBOROUGH CT,RALEIGH NC 27609-6356,,2976967,0777752988
OFC GROSS,2005,37351.0,3324 LAKE WOODARD DR,RALEIGH,27604,RALEIGH CITY OF ,PO BOX 590,RALEIGH NC 27602-0590,,6605468,1724360857
OFC GROSS,1975,37187.0,233 FAYETTEVILLE ST,RALEIGH,27601,FIRST CITIZENS BK & TRST CO ,COLD RIVER LAND  LLC,PO BOX 2249,CUMMING GA 30028-6501,7494309,1703771915
MULT TEN,1996,37121.0,1240 NW MAYNARD RD,CARY,27513,WATERFORD CENTER LLC ,JESSE SORRELL,5623 DURALEIGH RD STE 101,RALEIGH NC 27612-2700,10269080,0754605778
OFC GROSS,1985,37112.0,411 AVIATION PKWY,MORRISVILLE,27560,CREGGER CAPITAL INVESTMENTS INC ,749 WESTERN LN,IRMO SC 29063-7804,,3021056,0755470393
MULT TEN,1977,37110.0,2300 ATLANTIC AVE,RALEIGH,27604,1249 WICKER LLC ,3700 GLENWOOD AVE STE 430,RALEIGH NC 27612-5530,,13103800,1715301220
FLEX WHSE,1986,37100.0,1830 TILLERY PL,RALEIGH,27604,PAUL A TILLERY COMMERCIAL RENTALS ,PO BOX 6308,RALEIGH NC 27628-6308,,6206785,1714178897
OFC GROSS,1983,37080.0,3201 SPRING FOREST RD,RALEIGH,27616,SPRING FOREST HOLDINGS LLC ,3201 SPRING FOREST RD,RALEIGH NC 27616-2821,,8522782,1726263808
OFC GROSS,2000,36932.0,12339 WAKE UNION CHURCH RD,WAKE FOREST,27587,WELLONS INC ,PO BOX 52328,DURHAM NC 27717-2328,,4652330,1831523807
OFC GROSS,1981,36852.0,4700 SIX FORKS RD,RALEIGH,27609,HIGHWOODS FORSYTH LP ,150 FAYETTEVILLE ST STE 1400,RALEIGH NC 27601-2956,,5210808,1706527463
OFC GROSS,1977,36852.0,3724 NATIONAL DR,RALEIGH,27612,NATIONAL DRIVE HOLDINGS LLC ,1225 17TH ST STE 1100,DENVER CO 80202-5599,,4517658,0795982855
FLEX WHSE,1996,36711.0,221 JAMES JACKSON AVE,CARY,27513,WEATHERFIELD ASSOCIATES LLC ,PO BOX 3661,CARY NC 27519-3661,,7319413,0754745355
OFC GROSS,1978,36548.0,3733 NATIONAL DR,RALEIGH,27612,NATIONAL DRIVE HOLDINGS LLC ,1225 17TH ST STE 1100,DENVER CO 80202-5599,,4448335,0795990214
CHURCH,2003,36546.0,221 UNION ST,CARY,27511,ST PAULS EPISCOPAL CHURCH ,221 UNION ST,CARY NC 27511-3763,,6817597,0763189884
FLEX WHSE,1997,36375.0,1317 KIRKLAND RD,RALEIGH,27603,IVEY SELF STORAGE INC ,PO BOX 1749,SMITHFIELD NC 27577-1749,,7070424,1702095212
FLEX WHSE,1995,36324.0,3420 TARHEEL DR,RALEIGH,27609,TARHEEL DRIVE PROPERTIES LLC ,PO BOX 20342,RALEIGH NC 27619-0342,,5924179,1715559721
MULT TEN,2004,36295.0,250 SOUTHTOWN CIR,ROLESVILLE,27571,LLOYDS OF ROLESVILLE LLC ,PO BOX 638,WAKE FOREST NC 27588-0638,,7816115,1758688911
OFC GROSS,2001,36265.0,170 SOUTHPORT DR,MORRISVILLE,27560,SBP OFFICE OWNER L.P LIMITED PARTNERSHIP ,1255 23RD ST NW,WASHINGTON DC 20037-1125,,5953080,0755695192
MULT TEN,1994,36256.0,8551 GLENWOOD AVE,RALEIGH,27612,GLENWOOD WEST PARTNERS LLC ,1401 SUNDAY DR STE 113,RALEIGH NC 27607-5173,,7081304,0777668385
OFC GROSS,1998,36120.0,3512 BUSH ST,RALEIGH,27609,CROSSLAND 2.0 LLC ,3111 GLENWOOD AVE,RALEIGH NC 27612-5006,,4193285,1715563884
FLEX WHSE,1984,36000.0,1635 OLD LOUISBURG RD,RALEIGH,27604,PAUL A TILLERY COMMERCIAL RENTALS ,PO BOX 6308,RALEIGH NC 27628-6308,,5565508,1714270632
MUNC BLD,1996,35968.0,950 STEEPLE SQUARE CT,KNIGHTDALE,27545,KNIGHTDALE TOWN OF ,PO BOX 640,KNIGHTDALE NC 27545-0640,,13405013,1754178724
SNGL TEN,2005,35880.0,10200 LITTLE BRIER CREEK LN,RALEIGH,27617,DARA PROPERTIES OF RALEIGH LLC ,5 ROCKY RIDGE RD STE 20,ASHEVILLE NC 28806-2281,,7415978,0768460993
OFC GROSS,1998,35766.0,4729 HARGROVE RD,RALEIGH,27616,CQ LANDLORD MULTI LLC ,GENERAL PARTS DISTRIBUTION LLC,2635 E MILLBROOK RD,RALEIGH NC 27604-2988,6076178,1726055260
MULT TEN,1998,35749.0,875 US 70 HWY W,GARNER,27529,SAAD PROPERTIES LLC ,875 US HIGHWAY 70 W,GARNER NC 27529-2541,,6947333,1701947742
CHURCH,1997,35650.0,3300 IDLEWOOD VILLAGE DR,RALEIGH,27610,UPPER ROOM CHURCH OF GOD IN CHRIST ,3300 IDLEWOOD VILLAGE DR,RALEIGH NC 27610-5969,,6783589,1712333613
FLEX WHSE,1997,35642.0,600 AIRPORT BLVD,MORRISVILLE,27560,AIRPORT BOULEVARD PARTNERS LLC ,117 DUNCANSBY CT,CARY NC 27511-6403,,7140975,0756146433
OFC GROSS,1989,35559.0,4412 TRYON RD,RALEIGH,27606,SMITH & SAWYER ENTERPRISES LLC ,4412 TRYON RD,RALEIGH NC 27606-4218,,3011742,0782582140
CHURCH,1990,35297.0,4000 KILDAIRE FARM RD,CARY,27539,WOODHAVEN BAPTIST CHURCH INC ,4000 KILDAIRE FARM RD,APEX NC 27539-8838,,7801342,0750967230
MED OFC GROSS,1999,35224.0,2417 ATRIUM DR,RALEIGH,27607,TAYLOR ATRIUM LLC ,PO BOX 14166,NEW BERN NC 28561-4166,,8454086,0785615315
MED OFC GROSS,2005,35193.0,4101 MACON POND RD,RALEIGH,27607,CC RALEIGH MOB LLC ,C/O CENTEX CONCORD,535 MARRIOTT DR STE 625,NASHVILLE TN 37214-5036,9705816,0785635430
CHURCH,1987,34982.0,309 AVIATION PKWY,MORRISVILLE,27560,HINDU SOCIETY OF N C THE ,309 AVIATION PKWY,MORRISVILLE NC 27560-9152,,8170178,0755363809
OFC GROSS,1983,34844.0,3304 TERMINAL DR,RALEIGH,27604,RALEIGH CITY OF ,PO BOX 590,RALEIGH NC 27602-0590,,5496255,1724361443
OFC GROSS,1979,34828.0,6505 CHAPEL HILL RD,RALEIGH,27607,NORTH CAROLINA STATE OF ,STATE PROPERTY OFFICE,116 W JONES ST,RALEIGH NC 27603-1335,5499017,0774821148
OFC GROSS,1993,34788.0,5520 CAPITAL CENTER DR,RALEIGH,27606,PLEXUS CORP ,1 PLEXUS WAY,NEENAH WI 54956-3045,,4912024,0783041308
FLEX WHSE,1994,34751.0,4812 HARGROVE RD,RALEIGH,27616,AJC RALEIGH R&D LLC ,AJC INVESTMENT GROUP LLC,33 BLOOMFIELD HILLS PKWY STE 135,BLOOMFIELD HILLS MI 48304-2945,6552218,1726150833
FLEX WHSE,1985,34720.0,4211 ATLANTIC AVE,RALEIGH,27604,EKH LLC ,4211 ATLANTIC AVE,RALEIGH NC 27604-2270,,3760258,1716719352
FLEX WHSE,1998,34665.0,4724 HARGROVE RD,RALEIGH,27616,HARGROVE CENTER LLC ,ATLANTIC INVESTMENT MANAGEMENT,4104 ATLANTIC AVE,RALEIGH NC 27604-1802,4322365,1726142969
FLEX WHSE,1997,34650.0,2300 WESTINGHOUSE BLVD,RALEIGH,27604,TL LINCOLN PARK CENTRAL PROPERTY OWNER LP LIMITED  ,TOWN LANE REAL ESTATE OPPORTUNITIES,200 PARK AVE RM 803,NEW YORK NY 10166-0025,5248933,1715908271
FLEX WHSE,1998,34602.0,2800 SUMNER BLVD,RALEIGH,27616,TL SUMNER BUSINESS PARK PROPERTY OWNER LP LIMITED  ,TOWN LANE REAL ESTATE OPPORTUNITIES,200 PARK AVE RM 803,NEW YORK NY 10166-0025,5977408,1727113604
OFC GROSS,1977,34560.0,100 E SIX FORKS RD,RALEIGH,27609,DOUGLAS M HOBBS LLC ,343 E SIX FORKS RD STE 300,RALEIGH NC 27609-7888,,3829883,1705940380
FLEX WHSE,1998,34522.0,598 AIRPORT BLVD,MORRISVILLE,27560,AIRPORT BOULEVARD PARTNERS LLC ,117 DUNCANSBY CT,CARY NC 27511-6403,,7117225,0756146101
SNGL TEN,2005,34516.0,11190 FUN PARK DR,RALEIGH,27617,GODLEY GROUP OF RALEIGH LLC ,DOUG GODLEY,667 E BAY ST,CHARLESTON SC 29403-5643,11743394,0768190075
MED OFC GROSS,2000,34427.0,3701 NW CARY PKWY,CARY,27513,PRESTON PLAZA LLC ,549 VISTA DEL LAGO LN,WAKE FOREST NC 27587-5343,,6774953,0754441118
MED OFC GROSS,1981,34320.0,4505 FAIRMEADOW LN,RALEIGH,27607,BLUE RIDGE PLAZA ASSOCIATES LLC ,2501 BLUE RIDGE RD STE 280,RALEIGH NC 27607-6367,,5300451,0785618353
OFC GROSS,1978,34305.0,810 CENTER ST,APEX,27502,APEX HOLDINGS GROUP LLC ,810 CENTER ST,APEX NC 27502-2567,,3069708,0742800130
FLEX WHSE,1991,34240.0,861 OLD KNIGHT RD,KNIGHTDALE,27545,KNIGHTDALE BUSINESS PARTNERS LLC ,6588 GLENWOOD AVE,RALEIGH NC 27612-7156,,5093679,1754565606
CHURCH,1993,34172.0,11412 STRICKLAND RD,,27613,REDEEMER PRESBYTERIAN CHURCH IN AMERICA RALEIGH INC,140 NORTHWAY CT,RALEIGH NC 27615-4916,,7029507,0798246162
OFC GROSS,1975,34150.0,1304 ANNAPOLIS DR,RALEIGH,27608,US TOBACCO COOPERATIVE INC ,1304 ANNAPOLIS DR,RALEIGH NC 27608-2130,,4697513,1704165215
MULT TEN,2002,34024.0,2425 KILDAIRE FARM RD,CARY,27518,LOCHMERE PAVILION TWO LLC ,23801 CALABASAS RD STE 2024,CALABASAS CA 91302-1568,,8887425,0762602098
MULT TEN,1983,33990.0,1601 NORTH MARKET DR,RALEIGH,27609,SCG - RALEIGH LLC ,AMANDA MCMAHON,23B SHELTER COVE LN STE 202,HILTON HEAD SC 29928-3586,6025616,1716516509
MED OFC GROSS,2002,33758.0,1120 SE CARY PKWY,CARY,27518,HTA-TRYON OFFICE CENTER LLC ,3310 W END AVE STE 700,NASHVILLE TN 37203-1097,,8571095,0772053071
